z1,z2,z3
-8.473808374,-38.60071513,NA
-8.750000842,-38.2812275,NA
-7.320385872,-37.47681314,NA
-9.727022535,-36.70837006,NA
-9.529904268,-35.50191249,NA
-11.28253153,-36.29642618,NA
-9.353811021,-35.77755482,NA
-8.209297597,-35.51095182,NA
-8.976714558,-35.87095605,NA
-8.06832118,-34.23752555,NA
-8.440829783,-32.34003516,NA
-8.259555384,-30.45550019,NA
-7.733338049,-29.1739779,NA
-7.114575755,-29.09614329,NA
-9.182124334,-27.70946258,NA
-8.976701351,-26.9164304,NA
-9.734601793,-27.6906582,NA
-9.164319785,-28.13640463,NA
-8.873547002,-28.00512602,NA
-9.226872423,-26.05624635,NA
-8.550950366,-26.55106505,NA
-8.048768531,-26.60906962,NA
-8.005172473,-26.2192938,NA
-7.776698952,-24.46490211,NA
-7.742000017,-25.52209884,NA
-7.058670385,-26.11850389,NA
-8.958837781,-26.99647041,NA
-8.359778686,-26.16438053,NA
-10.78995067,-26.04151724,NA
-10.2423318,-25.09427291,NA
-10.93397685,-25.13395791,NA
-10.80076785,-25.26804665,NA
-9.782256204,-25.42018171,NA
-10.18961153,-26.28059472,NA
-9.202900944,-27.97815398,NA
-6.948814353,-30.01567278,NA
-6.555191987,-31.47721426,NA
-5.013265741,-31.05758175,NA
-3.618095024,-30.09432345,NA
-4.783188931,-27.38571771,NA
-6.063136848,-27.66704612,NA
-7.315008254,-29.06456955,NA
-7.486533451,-29.74728838,NA
-7.352893909,-30.6914229,NA
-5.760959701,-32.46221985,NA
-6.396698219,-31.91196938,NA
-6.478279447,-32.91017984,NA
-7.016291785,-33.09520375,NA
-8.201717117,-32.39861064,NA
-8.77236293,-31.87545277,NA
-9.347523242,-32.78743292,NA
-8.93994077,-32.13073099,NA
-10.37842226,-32.29712126,NA
-9.11720636,-31.08868802,NA
-8.193766531,-31.18001149,NA
-6.730012768,-30.09444176,NA
-6.600759104,-28.20715448,NA
-6.489944638,-25.95024188,NA
-5.609089481,-23.1775936,NA
-6.503375174,-22.38520569,NA
-5.151787563,-21.49109658,NA
-6.594437892,-22.15589133,NA
-6.829839439,-23.63264808,NA
-5.721334575,-24.04408778,NA
-6.796194528,-23.81706725,NA
-7.501455149,-25.40853784,NA
-7.626231686,-28.00481256,NA
-7.148943753,-30.65330463,NA
-8.095715195,-31.72655103,NA
-7.26723624,-32.01060579,NA
-8.189513378,-30.88976289,NA
-8.274755221,-29.16784319,NA
-9.09577709,-27.65520962,NA
-9.954862437,-28.13537028,NA
-11.54901193,-27.40359737,NA
-10.57294929,-27.88077364,NA
-11.26915219,-27.92640994,NA
-10.33494798,-27.45184937,NA
-10.06902277,-25.67043026,NA
-8.613279932,-24.86214481,NA
-9.586637979,-24.73822712,NA
-10.1870483,-24.46503154,NA
-12.19635414,-24.55432107,NA
-13.22089095,-25.64125887,NA
-15.31874027,-25.92314165,NA
-16.22783751,-27.14364475,NA
-17.32394528,-27.87394559,NA
-17.80347693,-29.22854883,NA
-18.46770428,-28.44456744,NA
-18.82438085,-27.94414926,NA
-17.75524315,-28.93464498,NA
-18.63240714,-30.03716816,NA
-19.79095834,-30.00970108,NA
-19.5772466,-29.45353649,NA
-20.71558376,-28.79363775,NA
-19.87670843,-29.81924258,NA
-20.30339458,-29.26009415,NA
-20.27710219,-28.43459782,NA
-20.85685993,-27.80797801,NA
-21.16712524,-26.61202554,NA
-23.96606312,-25.61740839,NA
-23.99405683,-25.90639216,NA
-25.03830143,-25.94813796,NA
-24.66204021,-27.22584213,NA
-23.71857155,-28.12921498,NA
-23.83288045,-31.28162304,NA
-23.08785586,-33.05486921,NA
-22.91508232,-34.99451649,NA
-23.86674222,-35.01608869,NA
-24.27559011,-34.60278247,NA
-24.39472399,-34.00257652,NA
-24.13297021,-33.02313228,NA
-22.9604753,-31.00620801,NA
-22.76823222,-30.50480922,NA
-22.33833689,-28.98899208,NA
-23.18548188,-30.08134613,NA
-23.16062204,-30.46346391,NA
-24.02613971,-30.63394119,NA
-24.95485895,-28.8157268,NA
-23.7014738,-26.56318602,NA
-24.0283264,-25.84671125,NA
-22.90487105,-25.32276511,NA
-22.15129089,-26.00088524,NA
-21.46873746,-24.5811735,NA
-21.31230835,-23.73245754,NA
-22.97346343,-22.28002578,NA
-22.68441872,-21.2382095,NA
-21.8493261,-20.75241709,NA
-21.70751474,-19.12842028,NA
-22.10058035,-17.45955661,NA
